Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Signal_Strength_dB,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Tag_Type,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Tagged_By,Tag_Weight_g,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Observation_Counts,Observation_Quality,Origin,Destination
B3916,Swallow,Australia,Grassland,Windy,Climate Change,-11.80735702,-110.3693983,3.669381549,-40.11060489,3383.31,48.4,50.96,7936,817,-7.3,21.6,20,1010.3,6.5,No,64,-74.7,Mar,Jun,8,0,Satellite,Yes,180,High,Poor,No,Predator,Researcher_B,13.8,Failed,Yes,52,12,Low,"-11.80735701857391, -110.36939830615484","3.669381548611142, -40.11060488881017"
B3917,Crane,Europe,Forest,Windy,Breeding,-6.556207097,-64.99745938,42.1752709,-39.55630448,2720.73,31.7,63.7,1257,687,7.7,54.4,43,954.5,1.9,No,84,-71.2,Sep,Jun,6,8,GPS,Yes,13,High,Fair,Yes,Injury,Researcher_B,27.3,Successful,No,60,92,Moderate,"-6.556207097039035, -64.99745938341026","42.17527089902012, -39.556304484349454"
B3918,Crane,Asia,Grassland,Clear,Avoid Predators,5.340044939,-52.7731273,58.05490293,41.97581713,2041.98,61.2,46.34,6804,889,-8.5,39.7,79,1037.3,7.5,No,47,-64.5,Jan,Nov,3,5,Satellite,Yes,452,Medium,Good,No,Lost Signal,Researcher_A,23.2,Successful,Yes,101,28,Low,"5.340044939312719, -52.77312729686038","58.05490293283458, 41.97581713154449"
B3919,Stork,Australia,Forest,Stormy,Avoid Predators,84.16229076,-76.74406376,26.97259262,24.8305379,2587.41,46,49.15,2981,533,-2.3,36.3,32,1047.7,16.5,No,95,-66.6,Mar,Jun,12,7,Satellite,No,246,Medium,Excellent,Yes,,Researcher_C,26.4,Failed,Yes,51,81,Low,"84.16229075674914, -76.74406375614426","26.972592621197222, 24.830537902313807"
B3920,Eagle,Europe,Urban,Foggy,Climate Change,72.84452545,127.1677655,52.25706985,-75.44283427,2030.17,45.1,56.29,6828,166,4.1,57.1,88,1029.7,18.3,No,52,-67.2,Mar,Dec,3,6,Satellite,No,27,Low,Fair,No,Injury,Researcher_C,29.9,Successful,Yes,18,18,Moderate,"72.84452544822662, 127.16776554009454","52.257069850408186, -75.44283427106926"
B3921,Warbler,Australia,Wetland,Windy,Feeding,19.69067358,-61.22433388,-74.08479877,-11.85108312,2241.02,46.3,57.21,1757,255,19,46.7,70,1015,17.5,Yes,54,-66.6,Mar,Jun,7,9,GPS,Yes,472,Medium,Excellent,Yes,Storm,Researcher_C,21.9,Successful,No,35,56,High,"19.690673577669656, -61.224333884505015","-74.084798769285, -11.851083121694984"
B3922,Goose,South America,Coastal,Windy,Avoid Predators,-82.9973758,114.0258309,-87.41259898,-60.29531078,3191.95,45.1,44.66,5935,239,33.8,59.7,26,970.5,2.1,No,41,-67,Mar,Mar,9,4,Radio,Yes,59,Medium,Poor,Yes,Lost Signal,Researcher_A,25.6,Successful,No,92,28,Moderate,"-82.99737580264245, 114.0258308706688","-87.41259897548237, -60.29531078023263"
B3923,Stork,Asia,Forest,Clear,Climate Change,20.20686136,177.9756539,42.19398556,85.60096225,2655.18,56.5,50.86,4772,805,-2.7,27.6,80,1043.8,14.5,Yes,48,-76.3,Apr,May,4,0,GPS,No,34,Low,Fair,No,,Researcher_C,12.8,Successful,Yes,4,4,Low,"20.206861357812212, 177.97565394178463","42.19398556357413, 85.60096224838748"
B3924,Goose,Asia,Grassland,Windy,Feeding,-73.85965078,122.6741536,-42.89326736,-135.8989681,2557.86,49.1,48.55,7539,497,-5.5,11.6,79,955.9,5.8,No,85,-74.5,Feb,Jun,6,9,Radio,No,240,Medium,Good,No,Injury,Researcher_C,29,Failed,No,42,21,Moderate,"-73.85965078245907, 122.67415361773648","-42.89326735894287, -135.89896808101378"
B3925,Warbler,Europe,Grassland,Foggy,Avoid Predators,37.86196293,-55.38854648,67.98208507,90.09040678,2634.27,46.2,40.52,7381,580,31.6,25.5,45,990.7,10.1,Yes,18,-58.3,May,Mar,14,1,GPS,Yes,469,Low,Poor,No,Injury,Researcher_C,21.5,Successful,Yes,75,82,Moderate,"37.861962933374514, -55.38854648365479","67.98208506697, 90.09040678298412"
B3926,Eagle,Australia,Urban,Clear,Climate Change,-19.78602362,76.05086163,6.453121979,-121.9798709,2463.67,47.3,45.68,5324,780,12.4,25.5,47,986.3,14.6,Yes,10,-70.8,Nov,Nov,3,3,GPS,No,472,Low,Good,Yes,Storm,Researcher_B,26.7,Successful,Yes,90,81,Low,"-19.786023615432494, 76.05086162863046","6.453121978831305, -121.97987088732216"
B3927,Crane,South America,Mountain,Rainy,Feeding,60.78536848,12.21244092,-3.866229368,-69.84648309,1445.46,62.8,53.66,3250,691,17.5,46.6,90,1035.4,3.3,Yes,57,-77.4,Nov,Jun,9,8,GPS,No,467,Medium,Fair,Yes,Storm,Researcher_C,22.4,Successful,No,56,24,High,"60.78536848233336, 12.212440916786392","-3.8662293680198303, -69.84648309279471"
B3928,Eagle,North America,Coastal,Clear,Avoid Predators,79.65526415,103.1464022,49.10737904,-60.00055655,2871.55,43.8,46.94,7047,783,-9.1,16,69,960.9,9.1,No,39,-59.5,Oct,Dec,13,7,Radio,No,160,Medium,Good,Yes,,Researcher_C,29.6,Successful,Yes,105,29,High,"79.6552641477235, 103.14640219802708","49.10737904365078, -60.00055654630786"
B3929,Crane,Asia,Mountain,Foggy,Avoid Predators,-14.92013854,-124.8849379,43.39728064,176.5483832,2837.06,49.6,55.1,5223,666,4.7,31.7,74,966.3,12.3,No,38,-74.1,Jan,Mar,12,1,Radio,Yes,178,Low,Good,Yes,Predator,Researcher_C,25.7,Successful,Yes,103,51,Moderate,"-14.92013853619038, -124.88493792735298","43.3972806393308, 176.54838316574387"
B3930,Warbler,North America,Grassland,Foggy,Feeding,-7.100046815,49.72845335,36.76977583,32.33591451,2591.91,40.4,52.43,4499,794,12.7,24.4,94,977.1,15.1,No,51,-62.1,Sep,Jun,13,2,GPS,Yes,65,Medium,Excellent,Yes,Injury,Researcher_C,8.2,Successful,No,54,61,Low,"-7.100046814725687, 49.728453352525406","36.769775830195954, 32.33591450514632"
B3931,Eagle,South America,Mountain,Rainy,Feeding,16.22656458,98.5200384,34.18217208,99.91950924,2156.12,62.9,50.92,7002,554,1.7,27.2,40,990.2,10.5,No,76,-77.1,Nov,Dec,8,3,Satellite,Yes,121,Low,Poor,No,Storm,Researcher_A,11.8,Failed,No,52,90,Moderate,"16.226564582313046, 98.52003840302444","34.18217208009712, 99.91950923601236"
B3932,Stork,Asia,Coastal,Clear,Climate Change,-54.51611007,94.04328075,2.771279492,19.93607418,3391.41,43.9,48.24,4503,272,26.2,6,31,1007.4,9.4,Yes,13,-86.3,Feb,Dec,10,7,GPS,No,353,High,Fair,Yes,Injury,Researcher_B,25.7,Successful,Yes,22,41,Low,"-54.516110065550905, 94.04328074639044","2.771279492073191, 19.93607417861256"
B3933,Hawk,Asia,Coastal,Foggy,Avoid Predators,76.91991135,166.893482,76.76559648,173.9368688,2262.35,65.7,50.88,9297,221,17.3,33.9,49,1037.2,3.3,No,54,-73.6,Apr,Oct,4,3,Satellite,No,375,Low,Good,No,Storm,Researcher_B,5.6,Successful,No,73,27,Low,"76.91991134910504, 166.89348201736135","76.7655964755885, 173.93686884304685"
B3934,Stork,Australia,Wetland,Foggy,Avoid Predators,-12.06001323,-158.9719029,70.31545375,-116.1427136,2103.94,74.8,55.93,5198,116,33,38,50,993,12.5,No,82,-78.4,Sep,Apr,11,0,GPS,Yes,209,Low,Fair,Yes,Lost Signal,Researcher_C,6,Successful,No,5,45,High,"-12.060013229752926, -158.97190291764477","70.3154537509262, -116.14271355137458"
B3935,Goose,North America,Mountain,Rainy,Climate Change,-59.97233954,-55.51942713,-30.70711054,37.75468656,2551.77,57.5,40.63,1746,897,21.4,2.9,83,976.9,1.8,No,37,-72.6,May,Mar,9,4,Satellite,No,275,High,Good,No,Predator,Researcher_C,17.7,Failed,Yes,49,39,Moderate,"-59.972339535118685, -55.5194271267754","-30.707110537115987, 37.75468655927352"
B3936,Stork,Australia,Wetland,Stormy,Avoid Predators,47.29173002,-8.440710555,54.84501707,107.0575442,2855.05,43.7,44.16,4949,143,-3.1,7.8,36,957.2,2.9,Yes,31,-73.4,Mar,Jun,7,4,Radio,Yes,48,Low,Poor,No,Injury,Researcher_C,26.9,Failed,Yes,59,12,Low,"47.29173001539911, -8.440710555082035","54.84501706690452, 107.05754420738128"
B3937,Warbler,Africa,Grassland,Clear,Avoid Predators,-50.55275296,-68.48512978,70.3995325,46.28021138,2749.76,40.8,56.52,1014,550,13.5,4.2,86,980.2,10.2,Yes,80,-66.9,Mar,May,7,9,GPS,No,181,High,Fair,Yes,Injury,Researcher_B,28.3,Failed,Yes,48,67,Low,"-50.55275296008266, -68.48512977885076","70.39953250425629, 46.28021137687293"
B3938,Swallow,North America,Grassland,Foggy,Avoid Predators,-64.16473049,-68.47577508,21.2858948,142.8970264,2787.27,62.3,40.3,6933,225,-3.1,12.2,74,993.3,19.1,Yes,99,-72.1,Sep,May,3,5,Radio,No,440,Medium,Excellent,Yes,Injury,Researcher_A,24.4,Failed,Yes,93,69,High,"-64.16473048706611, -68.47577507791048","21.28589480262381, 142.89702639526297"
B3939,Goose,North America,Grassland,Windy,Breeding,11.31697359,-116.5937016,10.00425469,36.2548733,3095.13,53.3,44.43,3302,549,28.7,4.2,61,1022.1,2.4,Yes,89,-69.7,Jan,May,4,5,Radio,Yes,59,Medium,Excellent,No,,Researcher_C,29.5,Failed,No,12,34,High,"11.316973588921272, -116.59370159162653","10.004254687460772, 36.25487329939162"
B3940,Eagle,Africa,Urban,Rainy,Feeding,30.86914595,112.6625051,30.93961457,117.5178776,2647.82,50.3,52.65,5455,865,4.9,24.8,95,984.9,12.7,Yes,62,-86.6,Oct,Nov,2,2,GPS,No,443,High,Fair,Yes,,Researcher_B,16.1,Successful,Yes,34,88,High,"30.86914595248635, 112.66250508907478","30.93961456703489, 117.51787763157932"
B3941,Goose,South America,Mountain,Stormy,Breeding,12.52129332,146.904856,-60.64908165,-116.7130352,3173.68,55.6,51.27,3352,160,9.7,15.5,96,1027.4,2.8,No,34,-52.5,Apr,Jun,1,8,Satellite,No,109,High,Poor,Yes,Storm,Researcher_A,15.7,Successful,No,19,16,High,"12.52129331968493, 146.90485597843525","-60.64908165383272, -116.71303522681664"
B3942,Hawk,South America,Forest,Stormy,Breeding,28.17191681,-150.3621506,-74.27813828,-85.65699803,2751.86,41,46.37,1052,764,29.2,44.4,62,983.3,18.6,No,80,-53.9,Sep,Jun,12,2,Satellite,No,493,Medium,Good,No,Storm,Researcher_B,15,Failed,Yes,111,58,High,"28.17191681052537, -150.3621505541698","-74.27813828230245, -85.65699803388222"
B3943,Crane,Asia,Coastal,Rainy,Feeding,-69.20567778,-124.2363918,57.62704949,-20.13531214,2461.13,48.2,54.26,4621,728,1.9,55.7,43,950.4,15.7,No,79,-62.6,Sep,Mar,7,4,Radio,No,91,High,Fair,No,,Researcher_C,28.1,Successful,Yes,31,72,Moderate,"-69.205677784606, -124.23639176701248","57.62704949408069, -20.13531213974628"
B3944,Eagle,Europe,Forest,Stormy,Breeding,-4.316753181,-97.75692005,13.19872088,126.5823763,2280.94,40.8,42.59,5913,460,10.7,31.7,84,963.7,11.4,No,50,-65.4,Jan,Mar,6,4,Satellite,No,197,Low,Excellent,Yes,Storm,Researcher_C,21.8,Failed,Yes,61,57,Low,"-4.3167531808606725, -97.75692004613283","13.19872087897717, 126.58237626049475"
B3945,Goose,Australia,Grassland,Foggy,Climate Change,-25.73664406,3.235494188,-67.94973174,-26.43861886,3196.26,54,63.58,7490,532,25.3,21.5,31,971.3,17.2,Yes,76,-68.6,Nov,Nov,2,3,GPS,Yes,401,Medium,Good,No,Predator,Researcher_B,6.5,Failed,No,88,90,High,"-25.73664406406257, 3.2354941875009047","-67.9497317396521, -26.43861885528932"
B3946,Eagle,Europe,Mountain,Stormy,Breeding,85.20635092,104.821932,-15.06275511,45.88521758,2830.23,57.1,53.42,8287,134,-7,33.5,58,986.8,11.6,Yes,64,-87.4,Jan,Apr,11,6,Radio,No,287,Low,Fair,Yes,Lost Signal,Researcher_A,21.5,Failed,Yes,54,49,Low,"85.20635092322192, 104.82193198834813","-15.0627551139235, 45.885217584305366"
B3947,Eagle,Asia,Wetland,Clear,Climate Change,-81.06769185,-154.2760111,-36.31781314,-37.50782331,2338.65,61.6,49.74,5946,518,2.5,8.8,14,955,18.6,No,81,-49.4,Oct,Nov,7,2,Satellite,No,172,Low,Good,No,,Researcher_C,26.9,Failed,No,33,62,Moderate,"-81.06769184769587, -154.27601108461792","-36.317813138957455, -37.50782330869413"
B3948,Eagle,Europe,Forest,Windy,Feeding,-36.30704345,49.25267484,67.58603176,110.0593401,2284.5,44.1,56.25,3563,278,-5,48.3,19,1033.2,2.8,Yes,67,-80.2,Jan,Oct,1,6,Radio,No,340,Low,Poor,Yes,Injury,Researcher_B,15.2,Failed,No,4,37,Low,"-36.30704344921385, 49.25267483703431","67.58603176062314, 110.05934008215512"
B3949,Crane,North America,Grassland,Foggy,Avoid Predators,79.53519494,-126.2392357,1.299632606,-107.896469,1990.45,60.7,54.93,7083,276,23.5,32.7,82,973.3,10.9,Yes,55,-75.5,Feb,Jun,13,3,Radio,Yes,357,High,Poor,Yes,Storm,Researcher_A,19.2,Failed,No,42,64,High,"79.53519493650995, -126.23923574264887","1.2996326062804826, -107.8964689507152"
B3950,Warbler,North America,Forest,Rainy,Feeding,87.02931297,169.7245444,13.9522583,33.75701209,3350.58,33.1,55.49,6582,298,-3.4,1.5,66,1026.7,5.6,No,47,-62.9,May,Dec,14,0,GPS,Yes,494,High,Poor,No,Storm,Researcher_A,24.9,Successful,Yes,116,69,Low,"87.02931297317932, 169.72454443545553","13.952258298583756, 33.75701209438398"
B3951,Stork,Africa,Forest,Windy,Feeding,58.48228939,143.5584351,-47.64772711,28.0404678,2742.14,39.5,48.88,9349,869,33.1,29.8,90,1011.8,15.5,Yes,35,-49.6,Mar,May,13,4,Radio,No,34,High,Poor,No,Storm,Researcher_B,25.1,Successful,No,14,95,Low,"58.482289390884034, 143.55843510662703","-47.64772711289895, 28.04046780177609"
B3952,Eagle,Africa,Coastal,Foggy,Breeding,-76.32031608,161.8498256,53.83143857,-34.83294294,3236.9,56.8,42.22,2140,397,7.1,37.4,89,1037.3,11,No,70,-62.7,Feb,Apr,3,9,Radio,No,453,High,Fair,Yes,Lost Signal,Researcher_B,26.8,Successful,Yes,74,50,Moderate,"-76.32031607704633, 161.8498256204707","53.83143856644139, -34.83294293664463"
B3953,Swallow,Asia,Forest,Windy,Feeding,11.0439051,-141.7810041,77.41823177,73.84610038,3554.74,55.9,55.4,5339,633,13.8,8.9,83,989.6,4,Yes,99,-68.2,Mar,Dec,7,2,Satellite,Yes,325,Medium,Fair,No,Lost Signal,Researcher_A,16.9,Failed,Yes,111,27,Low,"11.043905101837268, -141.7810040702251","77.41823176739271, 73.84610037880083"
B3954,Warbler,Asia,Grassland,Stormy,Feeding,-17.97786132,-4.306902172,52.64898277,-169.7484211,3438.8,54.5,54.4,6472,697,0,23,64,1016.9,13.3,No,92,-73.6,Feb,May,3,3,Satellite,Yes,236,Medium,Poor,Yes,Predator,Researcher_A,6.4,Failed,No,36,53,Moderate,"-17.97786131931592, -4.306902172490908","52.64898276572501, -169.74842111116212"
B3955,Hawk,Asia,Coastal,Rainy,Climate Change,55.16146219,-120.5112359,-1.285354224,122.9399959,2299.65,34.5,54.29,8879,784,28,16.6,30,987.1,9.9,Yes,24,-61.9,May,Oct,14,6,Radio,No,222,High,Excellent,No,Predator,Researcher_B,21,Successful,No,100,42,Moderate,"55.1614621851723, -120.5112358805849","-1.2853542243984748, 122.9399958803516"
B3956,Crane,North America,Grassland,Rainy,Avoid Predators,-80.0956376,36.12799828,60.31600772,-54.73251735,3954.19,61,46.32,3197,430,0.8,29.2,75,1026.1,17,No,85,-72.5,Feb,Dec,1,0,Satellite,Yes,376,Low,Poor,Yes,Lost Signal,Researcher_C,13.1,Successful,No,99,19,High,"-80.09563759716, 36.12799828193985","60.31600771749541, -54.73251735398806"
B3957,Goose,Europe,Urban,Clear,Breeding,-54.5168247,-96.21391944,-56.16740319,105.488125,2887.11,53.6,54.9,6700,545,11.6,28.4,56,991.2,3.4,Yes,11,-78.7,May,Oct,1,8,GPS,No,426,Low,Poor,No,Storm,Researcher_A,20,Successful,No,21,45,Low,"-54.51682470395362, -96.21391944172892","-56.16740319076629, 105.48812504694712"
B3958,Crane,Australia,Urban,Stormy,Avoid Predators,-1.94488808,97.42715401,-69.58554119,-70.17858303,1922.9,52.3,47.86,7672,291,33.5,52.8,45,1042.3,15.8,No,99,-86,Feb,Mar,5,0,GPS,No,219,Medium,Excellent,No,Lost Signal,Researcher_C,29.8,Successful,Yes,38,65,Low,"-1.9448880799266988, 97.42715401282948","-69.58554119299284, -70.17858302927321"
B3959,Goose,Asia,Urban,Clear,Avoid Predators,-61.62342067,51.84093623,-11.12055835,-112.3536718,2629.82,57.8,56.49,2311,483,11.3,53.1,42,1044.5,18.5,Yes,62,-63.8,May,Mar,4,8,Satellite,Yes,432,High,Poor,No,,Researcher_C,29.3,Failed,No,4,78,Low,"-61.62342066939115, 51.8409362338804","-11.120558347864772, -112.3536718453816"
B3960,Crane,Asia,Forest,Clear,Avoid Predators,34.68872568,25.77765394,-57.32379593,-39.78378969,2558.73,46.1,49.41,5936,496,12.7,16.4,82,1045.9,8.8,No,50,-60.3,Mar,May,13,1,Radio,Yes,58,High,Excellent,No,Predator,Researcher_B,22.6,Failed,Yes,73,20,High,"34.68872568497368, 25.777653943416738","-57.323795925850725, -39.78378968944591"
B3961,Goose,North America,Mountain,Stormy,Breeding,57.73809981,117.0817769,-43.3510999,107.0521031,2719.56,62.6,43.7,1948,245,28.9,44.6,26,1020.5,16,Yes,60,-76.7,Nov,Jun,10,6,Satellite,Yes,57,High,Excellent,Yes,Storm,Researcher_B,26.8,Successful,Yes,44,15,Low,"57.7380998051637, 117.08177686751873","-43.35109989942232, 107.0521030765351"
B3962,Eagle,Australia,Grassland,Foggy,Feeding,36.81358085,0.098291101,15.32101656,73.2664927,2654.62,53.2,45.21,8090,744,30.1,8,21,973.8,2.6,Yes,68,-60.9,Mar,Jun,1,0,Satellite,Yes,460,High,Fair,Yes,Injury,Researcher_A,24.5,Failed,Yes,42,53,Moderate,"36.81358085297582, 0.0982911005816049","15.321016562627776, 73.26649270277002"
B3963,Stork,North America,Urban,Clear,Avoid Predators,-10.74893154,-82.85337348,-17.29743952,-35.62876733,2817.1,54.3,46.96,2740,765,21.7,22.1,22,1033.2,19.5,Yes,77,-59.2,Mar,May,10,6,Radio,Yes,363,High,Fair,No,Injury,Researcher_C,26.4,Failed,Yes,76,43,Low,"-10.748931544803185, -82.85337347555354","-17.297439518926396, -35.62876732825009"
B3964,Goose,Australia,Mountain,Windy,Breeding,68.10977993,43.45397885,65.85809033,157.6327408,2154,58.3,56.44,8102,894,-9,22.2,55,970,2.2,No,78,-92.4,May,Apr,3,4,Satellite,No,133,High,Excellent,Yes,Storm,Researcher_B,17.1,Failed,Yes,87,55,High,"68.10977992547632, 43.45397884803174","65.85809032987933, 157.63274078794225"
B3965,Goose,North America,Urban,Foggy,Feeding,-65.21649629,164.5425476,-49.38977781,-32.84057309,2664.55,33.6,49.73,8950,352,22.6,50.7,74,1024.5,14.6,Yes,75,-87.1,Apr,Oct,10,1,GPS,Yes,238,Medium,Poor,No,,Researcher_B,21,Successful,Yes,97,5,High,"-65.21649629041049, 164.54254759121017","-49.389777814477, -32.84057309368521"
B3966,Swallow,Europe,Urban,Stormy,Avoid Predators,-43.1390549,36.4173708,89.42232581,-53.72901781,2292.99,46,47.96,5993,234,23.6,4.4,49,1047.1,17.8,No,89,-70.1,Sep,Nov,7,3,Radio,Yes,27,Medium,Fair,Yes,Injury,Researcher_B,21.6,Failed,Yes,30,53,Moderate,"-43.1390548981784, 36.41737080391405","89.42232581388953, -53.72901781439691"
B3967,Goose,Asia,Mountain,Rainy,Climate Change,-1.882856655,46.66300165,-25.30918513,-127.9011921,2604.08,46.7,63.26,7391,490,6,31,95,988.8,9,Yes,53,-73.3,Jan,Jun,3,9,Radio,No,302,Low,Good,No,Storm,Researcher_A,29.3,Failed,No,79,88,High,"-1.8828566545854104, 46.66300165419506","-25.309185133249077, -127.90119205651663"
B3968,Swallow,South America,Urban,Foggy,Breeding,-78.9590522,156.5102453,2.772513119,-154.6996875,2421.08,43.7,48.83,4993,620,18.7,26,83,951.6,3.8,Yes,19,-69.6,Nov,Oct,6,5,GPS,No,182,High,Good,No,Storm,Researcher_A,27.7,Failed,Yes,5,99,High,"-78.95905220173465, 156.51024525347913","2.7725131186631278, -154.69968753171764"
B3969,Hawk,South America,Forest,Clear,Avoid Predators,-72.77655932,5.499036111,-66.18022023,-54.03513461,2299.3,53.2,44.83,7507,247,2.2,35.8,57,1032.1,9.8,Yes,34,-73.9,May,Nov,13,6,Radio,No,388,Medium,Poor,No,Injury,Researcher_C,8.2,Failed,Yes,58,87,High,"-72.7765593180215, 5.499036110788182","-66.18022023443116, -54.035134613466056"
B3970,Eagle,Asia,Forest,Windy,Breeding,-18.46019309,178.6886862,14.27382229,-146.879213,2882.42,46.6,61.52,5478,856,4.7,52.2,66,1033.9,18.6,No,62,-69.7,Sep,Jun,11,0,GPS,No,345,Low,Excellent,Yes,,Researcher_A,20.3,Failed,No,46,47,Low,"-18.460193089973014, 178.68868621732526","14.273822294305193, -146.8792129677743"
B3971,Swallow,Asia,Coastal,Stormy,Climate Change,79.89953341,-122.5216643,83.031281,-13.45141516,2758.19,58.9,46.35,8657,110,6.1,4.3,47,971.6,12.1,No,72,-71.8,May,Apr,6,8,GPS,No,438,High,Fair,No,Injury,Researcher_C,18,Failed,No,65,44,High,"79.89953341221974, -122.52166432809284","83.0312809982812, -13.451415160048724"
B3972,Stork,Asia,Forest,Rainy,Breeding,73.51446479,13.33434348,44.89160002,129.6034357,2717.53,53,44.27,9150,878,29.1,58.8,58,1002.8,6,Yes,49,-68.6,Mar,May,12,8,Radio,No,361,Low,Poor,Yes,Lost Signal,Researcher_B,20.5,Successful,No,99,95,Low,"73.51446478986006, 13.334343484435266","44.89160001786206, 129.6034357374108"
B3973,Warbler,Asia,Wetland,Windy,Feeding,-6.12452551,-103.3556972,-46.07017917,-8.59800503,2284.36,43.3,55.97,2643,671,31.8,39.6,49,991.3,3.7,No,44,-71.1,Mar,Mar,5,0,Radio,Yes,217,Low,Excellent,No,Predator,Researcher_B,8,Successful,No,88,65,High,"-6.124525509885999, -103.35569723482269","-46.0701791730867, -8.59800502989819"
B3974,Eagle,Australia,Coastal,Rainy,Avoid Predators,-64.41146199,-16.8025074,-10.32989205,-6.990847822,2794.8,52.7,45.99,6414,535,22.5,45.8,61,951,1.5,No,14,-72.7,Feb,Oct,1,7,GPS,No,325,Low,Excellent,No,,Researcher_C,25.2,Failed,No,70,62,High,"-64.4114619880686, -16.802507397350666","-10.32989204986869, -6.990847822229142"
B3975,Swallow,Europe,Urban,Stormy,Breeding,-57.94062193,-118.5933926,-13.42200347,-88.76137645,2487.46,40,48.66,6244,884,-1.6,23.9,41,1024.8,11.3,No,81,-51.2,May,May,3,1,GPS,Yes,10,High,Excellent,Yes,Injury,Researcher_A,29.9,Successful,Yes,76,62,High,"-57.9406219274816, -118.5933925793635","-13.422003474771458, -88.76137645203659"
B3976,Eagle,South America,Wetland,Foggy,Breeding,-22.04171017,-99.88964225,-72.36940183,-120.1335927,2297.75,38.3,50.93,2230,839,21.6,56.5,22,982.3,17.7,Yes,86,-84.7,Feb,May,7,9,Satellite,No,308,High,Good,No,Lost Signal,Researcher_A,7.9,Failed,Yes,25,15,Moderate,"-22.04171017035709, -99.8896422507098","-72.3694018333482, -120.1335926585772"
B3977,Eagle,Africa,Grassland,Clear,Avoid Predators,-52.18664488,-104.1119821,69.45303252,-99.96161094,3005.7,47.6,48.52,8124,166,1.5,19.9,74,1044.5,19.3,No,14,-47.1,Nov,Dec,9,9,Radio,No,92,Low,Poor,Yes,Lost Signal,Researcher_B,6.2,Failed,Yes,34,38,Low,"-52.18664488437936, -104.11198213238514","69.45303252197988, -99.96161093615666"
B3978,Eagle,South America,Mountain,Stormy,Climate Change,-75.06439301,-64.78871795,-21.337911,24.47585264,2913.07,55.7,48.89,8491,144,-3.6,46.4,97,1032.4,2.6,Yes,87,-78.8,Nov,Dec,7,5,GPS,No,220,High,Good,Yes,Injury,Researcher_C,25.9,Successful,Yes,37,90,Moderate,"-75.06439300973199, -64.78871795135714","-21.33791100449642, 24.47585263841745"
B3979,Hawk,South America,Grassland,Windy,Climate Change,31.27994703,-131.5421876,-1.033270001,33.04552118,999.93,56.3,53.01,1324,294,13,49.3,45,1030.6,4.2,Yes,95,-73.8,Sep,Apr,6,5,GPS,Yes,96,High,Poor,Yes,Injury,Researcher_A,25.9,Failed,Yes,93,92,Moderate,"31.279947033599484, -131.54218757321888","-1.033270001262963, 33.04552118198146"
B3980,Stork,North America,Wetland,Foggy,Avoid Predators,14.6607548,111.363183,-37.57540052,-100.7323946,1432.42,56.6,49.32,2799,402,30.6,41.1,95,1025,1.6,No,23,-73.9,Apr,Jun,11,1,GPS,Yes,147,High,Poor,No,Injury,Researcher_A,23.8,Successful,No,106,14,Low,"14.660754802685076, 111.36318299100584","-37.57540052221765, -100.7323946367774"
B3981,Crane,Asia,Forest,Rainy,Avoid Predators,-37.56658356,-100.556785,-62.56878718,-36.38866528,3286.09,44.8,45.73,6141,751,6.6,45.5,51,1002.7,16,No,53,-55.3,Jan,Dec,7,2,Radio,No,476,High,Good,No,Injury,Researcher_A,28.1,Failed,Yes,15,38,Moderate,"-37.56658356394469, -100.55678497480312","-62.568787178207245, -36.38866527659434"
B3982,Crane,Asia,Urban,Foggy,Feeding,50.21070886,-30.03516175,72.37991156,24.72576638,1876.33,44.4,49.14,5367,887,18.9,8.7,21,969.9,7.6,Yes,33,-65.1,Sep,Jun,2,6,Satellite,No,356,Medium,Poor,Yes,Storm,Researcher_C,12.4,Successful,No,54,91,High,"50.21070885941475, -30.03516174838498","72.37991155886527, 24.72576637914221"
