Latitude,Longitude,Species,Observation_Counts,Sightings
-31.28,49.24,Hawk,36,1
-31.28,178.71,Goose,31,1
-31.26,-112.76,Warbler,97,1
-31.23,-84.89,Hawk,49,1
-31.21,129.67,Goose,87,1
-31.12,17.46,Eagle,26,1
-31.12,120.43,Swallow,27,1
-31.1,113.55,Swallow,42,1
-31.1,121.65,Goose,86,1
-31.1,169.09,Crane,72,1
-31.09,52.32,Eagle,43,1
-31.08,-4.39,Goose,49,1
-31.06,28.01,Stork,7,1
-31.06,157.08,Hawk,20,1
-31.04,-17.16,Swallow,53,1
-31.02,-130.49,Stork,40,1
-31.02,68.04,Swallow,40,1
-31.01,-75.85,Goose,15,1
-31.01,-62.3,Stork,81,1
-30.98,-34.26,Hawk,98,1
-30.98,-13.4,Warbler,40,1
-30.93,124.33,Goose,5,1
-30.86,-154.95,Hawk,5,1
-30.86,112.97,Crane,19,1
-30.85,-122.97,Eagle,28,1
-30.84,90.52,Crane,52,1
-30.83,-167.25,Warbler,94,1
-30.79,-166.67,Warbler,78,1
-30.77,95.35,Goose,28,1
-30.76,-167.45,Crane,37,1
-30.75,138.88,Eagle,81,1
-30.72,-155.6,Crane,60,1
-30.72,170.93,Hawk,69,1
-30.7,-158.81,Hawk,27,1
-30.7,155.61,Goose,53,1
-30.69,-141.9,Crane,19,1
-30.68,-1.71,Stork,85,1
-30.66,-10.95,Crane,19,1
-30.65,22.33,Goose,70,1
-30.64,-80.15,Warbler,66,1
-30.63,-118.66,Crane,61,1
-30.5,175.08,Hawk,30,1
-30.48,-171.53,Eagle,56,1
-30.48,-90.34,Crane,42,1
-30.44,55.72,Hawk,19,1
-30.43,51.96,Crane,16,1
-30.39,137.29,Swallow,65,1
-30.38,-68.92,Goose,8,1
-30.35,148.16,Stork,14,1
-30.33,107.93,Hawk,50,1
-30.26,-137.01,Warbler,26,1
-30.26,103.41,Crane,14,1
-30.25,-76.59,Goose,51,1
-30.24,-43.87,Stork,91,1
-30.24,18.02,Goose,13,1
-30.23,121.81,Warbler,8,1
-30.21,54.4,Stork,16,1
-30.15,73.36,Hawk,62,1
-30.12,-2.96,Stork,62,1
-30.12,96.26,Swallow,23,1
-30.08,-50.39,Stork,36,1
-30.08,35.35,Eagle,94,1
-30.06,163.83,Goose,96,1
-30.04,1.19,Swallow,60,1
-30.03,59.49,Crane,40,1
-29.98,44.27,Warbler,46,1
-29.98,175.85,Stork,41,1
-29.97,-38.49,Goose,55,1
-29.96,21.55,Swallow,48,1
-29.96,117.88,Hawk,60,1
-29.95,107.33,Swallow,75,1
-29.9,-121.7,Hawk,32,1
-29.86,-141.83,Hawk,43,1
-29.86,37.82,Crane,79,1
-29.84,153.88,Hawk,50,1
-29.83,132.19,Crane,94,1
-29.83,164.54,Crane,52,1
-29.8,-72.96,Goose,14,1
-29.79,-14.94,Swallow,77,1
-29.79,149.51,Stork,18,1
-29.76,102.68,Swallow,69,1
-29.75,-62.73,Crane,40,1
-29.74,-109.08,Eagle,37,1
-29.73,-52.25,Swallow,35,1
-29.71,-148.21,Goose,26,1
-29.68,117.98,Warbler,6,1
-29.64,-47.05,Swallow,55,1
-29.64,24.7,Warbler,51,1
-29.61,59.68,Goose,38,1
-29.61,123.4,Crane,30,1
-29.6,-15.87,Warbler,49,1
-29.59,66.4,Goose,91,1
-29.58,-74.47,Stork,6,1
-29.58,32.98,Warbler,85,1
-29.57,-162.86,Goose,96,1
-29.57,-137.69,Crane,21,1
-29.56,11.96,Stork,39,1
-29.55,-19.57,Warbler,98,1
-29.54,87.04,Crane,33,1
-29.52,-70.77,Crane,85,1
-29.52,72.81,Warbler,63,1
-29.48,-40.37,Eagle,79,1
-29.48,-35.09,Eagle,56,1
-29.38,-161.97,Stork,12,1
-29.38,76.57,Warbler,91,1
-29.37,-15.71,Swallow,32,1
-29.35,-5.09,Warbler,79,1
-29.33,-151.18,Warbler,55,1
-29.32,-90.58,Eagle,59,1
-29.3,-158.61,Crane,59,1
-29.29,3.44,Swallow,99,1
-29.29,32.34,Warbler,90,1
-29.28,30.95,Warbler,36,1
-29.26,38.82,Goose,72,1
-29.25,119.76,Goose,64,1
-29.24,18.48,Hawk,25,1
-29.24,88.34,Warbler,56,1
-29.24,154.75,Hawk,17,1
-29.23,94.3,Warbler,76,1
-29.21,-25.01,Stork,14,1
-29.21,9.62,Stork,20,1
-29.16,-66.05,Stork,94,1
-29.13,141.05,Warbler,80,1
-29.12,-50.62,Swallow,35,1
-29.09,155.19,Swallow,58,1
-29.05,-123.9,Eagle,36,1
-29.05,113.41,Stork,87,1
-28.94,76.75,Hawk,42,1
-28.9,-104.76,Goose,88,1
-28.85,125.94,Hawk,96,1
-28.84,-88.25,Swallow,53,1
-28.84,18.81,Stork,67,1
-28.8,70.0,Stork,77,1
-28.78,-3.0,Swallow,43,1
-28.76,52.28,Eagle,81,1
-28.72,29.59,Eagle,78,1
-28.7,87.59,Stork,40,1
-28.67,3.81,Goose,68,1
-28.65,-150.46,Crane,33,1
-28.65,114.96,Goose,20,1
-28.62,25.08,Hawk,56,1
-28.6,-106.5,Crane,42,1
-28.6,99.79,Hawk,6,1
-28.59,95.16,Swallow,34,1
-28.56,-134.26,Crane,80,1
-28.56,-18.86,Eagle,81,1
-28.56,75.2,Swallow,88,1
-28.55,108.12,Goose,27,1
-28.54,-72.05,Warbler,8,1
-28.51,10.88,Goose,15,1
-28.5,49.91,Hawk,42,1
-28.5,77.3,Goose,60,1
-28.5,89.35,Eagle,17,1
-28.5,94.59,Hawk,44,1
-28.47,-149.31,Swallow,65,1
-28.41,17.46,Stork,96,1
-28.41,102.25,Eagle,74,1
-28.38,147.27,Crane,4,1
-28.35,178.4,Crane,83,1
-28.34,-62.08,Stork,97,1
-28.34,84.86,Crane,54,1
-28.32,50.81,Crane,94,1
-28.31,-134.24,Swallow,63,1
-28.31,155.92,Eagle,63,1
-28.23,-49.44,Crane,80,1
-28.21,117.54,Warbler,96,1
-28.2,-149.95,Eagle,23,1
-28.19,-113.53,Swallow,5,1
-28.19,-58.95,Warbler,12,1
-28.19,19.59,Stork,24,1
-28.19,158.78,Stork,98,1
-28.16,-6.35,Swallow,75,1
-28.14,-41.45,Swallow,11,1
-28.13,-138.55,Warbler,92,1
-28.13,107.76,Crane,51,1
-28.1,-178.23,Crane,45,1
-28.04,152.73,Stork,50,1
-28.03,-148.8,Crane,9,1
-27.99,-108.96,Hawk,63,1
-27.98,109.19,Stork,34,1
-27.97,-167.58,Eagle,43,1
-27.89,56.27,Hawk,35,1
-27.86,141.5,Crane,76,1
-27.86,171.3,Stork,93,1
-27.8,-112.18,Eagle,38,1
-27.79,-132.94,Swallow,30,1
-27.79,156.32,Eagle,22,1
-27.78,-30.46,Warbler,23,1
-27.72,-159.76,Crane,69,1
-27.72,-151.08,Hawk,63,1
-27.72,-47.74,Swallow,24,1
-27.71,-153.05,Stork,60,1
-27.7,85.1,Eagle,55,1
-27.69,-58.57,Goose,95,1
-27.68,-132.42,Hawk,88,1
-27.61,-79.64,Eagle,36,1
-27.6,-47.68,Eagle,7,1
-27.6,-30.03,Swallow,19,1
-27.59,-55.98,Hawk,5,1
-27.59,-7.35,Stork,49,1
-27.59,145.26,Goose,61,1
-27.55,11.22,Hawk,68,1
-27.55,106.6,Hawk,70,1
-27.54,152.64,Swallow,95,1
-27.51,-153.48,Warbler,1,1
-27.5,-160.32,Goose,79,1
-27.5,-65.45,Swallow,44,1
-27.5,71.13,Stork,89,1
-27.46,67.88,Swallow,54,1
-27.44,-23.26,Stork,72,1
-27.43,-176.39,Stork,42,1
-27.43,96.69,Stork,52,1
-27.4,-170.1,Goose,33,1
-27.4,82.22,Swallow,21,1
-27.39,-35.47,Warbler,89,1
-27.38,20.28,Hawk,27,1
-27.36,149.26,Warbler,53,1
-27.32,31.03,Crane,60,1
-27.3,-153.04,Hawk,16,1
-27.29,-35.52,Crane,89,1
-27.29,5.19,Goose,19,1
-27.28,54.81,Eagle,76,1
-27.27,-151.08,Eagle,11,1
-27.26,-13.21,Crane,36,1
-27.24,-15.63,Goose,54,1
-27.24,88.09,Goose,66,1
-27.21,-5.59,Hawk,96,1
-27.2,51.52,Hawk,16,1
-27.18,115.73,Goose,2,1
-27.18,131.85,Swallow,42,1
-27.18,137.53,Hawk,55,1
-27.16,-145.81,Stork,21,1
-27.08,-71.57,Swallow,37,1
-27.06,-156.57,Swallow,15,1
-27.03,-155.84,Stork,52,1
-26.99,-121.87,Crane,63,1
-26.99,167.35,Hawk,99,1
-26.98,-90.82,Stork,30,1
-26.98,120.5,Hawk,79,1
-26.97,9.86,Eagle,88,1
-26.94,-159.8,Stork,22,1
-26.88,26.72,Warbler,14,1
-26.88,54.6,Crane,75,1
-26.85,-70.32,Goose,42,1
-26.85,97.19,Hawk,84,1
-26.84,-155.63,Crane,62,1
-26.84,169.13,Stork,19,1
-26.83,15.69,Stork,67,1
-26.8,166.85,Hawk,59,1
-26.77,-49.8,Warbler,50,1
-26.74,-33.61,Eagle,22,1
-26.71,42.53,Goose,60,1
-26.7,-163.39,Swallow,70,1
-26.7,-21.43,Hawk,17,1
-26.7,113.43,Eagle,94,1
-26.68,-85.27,Hawk,80,1
-26.66,-32.83,Swallow,66,1
-26.63,-32.69,Hawk,65,1
-26.62,25.8,Hawk,80,1
-26.57,96.2,Warbler,79,1
-26.53,-154.95,Swallow,41,1
-26.53,-152.54,Stork,58,1
-26.51,93.25,Swallow,49,1
-26.45,-33.27,Warbler,11,1
-26.43,-123.96,Stork,24,1
-26.41,-58.48,Crane,81,1
-26.4,-124.28,Stork,96,1
-26.4,-15.44,Crane,58,1
-26.4,35.25,Eagle,84,1
-26.39,-118.33,Goose,13,1
-26.38,-141.35,Eagle,84,1
-26.38,84.79,Eagle,9,1
-26.33,25.51,Hawk,10,1
-26.33,126.72,Eagle,80,1
-26.33,152.61,Hawk,46,1
-26.32,-41.08,Crane,60,1
-26.29,39.91,Swallow,73,1
-26.27,-114.81,Eagle,22,1
-26.24,154.62,Eagle,19,1
-26.21,152.92,Eagle,49,1
-26.2,-105.01,Swallow,90,1
-26.2,140.13,Eagle,77,1
-26.19,107.62,Eagle,54,1
-26.18,166.23,Stork,36,1
-26.16,138.89,Hawk,68,1
-26.12,-2.18,Crane,79,1
-26.09,146.63,Swallow,76,1
-26.05,160.79,Hawk,16,1
-26.03,2.68,Swallow,34,1
-25.99,92.28,Warbler,78,1
-25.98,-166.27,Crane,20,1
-25.95,-173.04,Goose,63,1
-25.95,-41.46,Swallow,13,1
-25.94,-50.65,Swallow,4,1
-25.93,34.1,Goose,16,1
-25.91,-61.05,Warbler,74,1
-25.91,65.91,Stork,49,1
-25.9,34.64,Warbler,14,1
-25.89,59.53,Eagle,1,1
-25.88,-5.22,Goose,14,1
-25.87,-94.49,Goose,46,1
-25.87,139.63,Goose,24,1
-25.86,157.38,Swallow,97,1
-25.85,-50.09,Hawk,88,1
-25.79,-23.69,Warbler,50,1
-25.79,62.53,Swallow,19,1
-25.79,77.86,Goose,16,1
-25.78,19.55,Eagle,72,1
-25.74,3.24,Goose,90,1
-25.72,80.14,Swallow,49,1
-25.65,-112.99,Swallow,94,1
-25.64,-116.61,Swallow,79,1
-25.64,-59.85,Warbler,70,1
-25.62,-143.03,Hawk,2,1
-25.62,124.43,Crane,61,1
-25.61,-165.23,Crane,41,1
-25.6,20.89,Stork,23,1
-25.54,-177.31,Goose,24,1
-25.54,24.35,Stork,99,1
-25.53,-98.0,Eagle,3,1
-25.45,32.17,Hawk,19,1
-25.44,72.15,Eagle,8,1
-25.43,-40.17,Swallow,66,1
-25.41,99.74,Crane,23,1
-25.38,-146.97,Swallow,60,1
-25.36,54.9,Hawk,2,1
-25.35,-57.28,Swallow,61,1
-25.33,-28.04,Goose,47,1
-25.28,-2.38,Swallow,71,1
-25.21,51.44,Hawk,69,1
-25.2,32.13,Swallow,40,1
-25.19,-49.22,Hawk,28,1
-25.18,-24.56,Warbler,23,1
-25.18,-23.22,Warbler,91,1
-25.18,109.36,Crane,48,1
-25.17,-113.48,Goose,35,1
-25.17,34.49,Swallow,10,1
-25.16,127.4,Swallow,28,1
-25.15,-45.75,Goose,8,1
-25.11,-73.12,Swallow,75,1
-25.09,-99.57,Crane,76,1
-25.05,50.94,Hawk,69,1
-25.03,30.23,Eagle,72,1
-24.98,-139.9,Swallow,30,1
-24.98,170.88,Eagle,3,1
-24.97,-47.29,Warbler,28,1
-24.97,-14.87,Crane,27,1
-24.96,141.2,Warbler,51,1
-24.92,45.37,Eagle,99,1
-24.92,96.07,Goose,2,1
-24.9,-147.83,Warbler,51,1
-24.9,-86.45,Stork,79,1
-24.9,-20.19,Crane,48,1
-24.89,-118.14,Hawk,47,1
-24.88,-152.97,Warbler,28,1
-24.85,-124.66,Stork,10,1
-24.85,-88.7,Hawk,75,1
-24.83,-134.52,Hawk,85,1
-24.8,-55.2,Eagle,49,1
-24.79,144.33,Goose,35,1
-24.76,71.79,Warbler,93,1
-24.76,138.88,Warbler,72,1
-24.75,-8.63,Goose,21,1
-24.72,-156.11,Warbler,42,1
-24.72,-122.37,Eagle,80,1
-24.7,149.26,Crane,68,1
-24.59,-80.59,Crane,46,1
-24.59,6.81,Eagle,61,1
-24.58,-44.58,Eagle,52,1
-24.57,176.75,Swallow,68,1
-24.53,-130.11,Goose,47,1
-24.51,37.01,Crane,7,1
-24.48,79.98,Stork,66,1
-24.47,-107.08,Stork,33,1
-24.47,-81.55,Hawk,73,1
-24.45,153.99,Goose,2,1
-24.44,-2.11,Eagle,91,1
-24.43,-8.13,Hawk,37,1
-24.42,95.91,Goose,55,1
-24.4,95.12,Hawk,33,1
-24.38,-79.24,Eagle,11,1
-24.37,163.25,Swallow,9,1
-24.34,-137.01,Eagle,22,1
-24.33,-174.25,Hawk,29,1
-24.31,170.19,Warbler,23,1
-24.26,170.89,Warbler,62,1
-24.26,176.85,Stork,90,1
-24.24,59.22,Hawk,75,1
-24.22,-49.43,Swallow,65,1
-24.22,-33.47,Hawk,38,1
-24.21,-106.02,Warbler,78,1
-24.19,-65.97,Warbler,82,1
-24.16,146.63,Goose,82,1
-24.1,134.89,Goose,97,1
-24.09,165.0,Goose,72,1
-24.07,-77.42,Crane,83,1
-24.06,-163.31,Crane,8,1
-24.06,-39.52,Crane,56,1
-24.02,-121.32,Eagle,11,1
-24.02,19.92,Eagle,22,1
-24.01,-81.66,Swallow,28,1
-24.01,-13.15,Warbler,42,1
-24.0,-4.6,Eagle,87,1
-23.97,-156.95,Warbler,30,1
-23.97,-127.33,Hawk,38,1
-23.95,-142.29,Eagle,89,1
-23.95,159.88,Warbler,90,1
-23.93,-160.35,Swallow,60,1
-23.93,-72.47,Crane,14,1
-23.93,133.49,Crane,45,1
-23.92,81.83,Hawk,25,1
-23.91,-160.89,Warbler,96,1
-23.91,76.64,Hawk,57,1
-23.9,-65.59,Swallow,45,1
-23.87,-66.8,Swallow,71,1
-23.86,-120.05,Hawk,46,1
-23.84,92.0,Swallow,11,1
-23.83,-135.48,Eagle,67,1
-23.83,13.42,Swallow,87,1
-23.8,60.69,Eagle,48,1
-23.76,170.04,Eagle,35,1
-23.75,47.4,Eagle,27,1
-23.74,14.62,Stork,43,1
-23.72,-178.82,Warbler,97,1
-23.71,-152.16,Crane,41,1
-23.71,167.29,Crane,22,1
-23.64,-160.74,Goose,99,1
-23.62,-18.45,Crane,63,1
-23.6,-1.06,Crane,98,1
-23.53,-51.01,Eagle,70,1
-23.53,29.86,Swallow,32,1
-23.52,-132.17,Warbler,22,1
-23.49,116.23,Eagle,89,1
-23.47,124.25,Warbler,79,1
-23.44,117.74,Warbler,72,1
-23.37,-74.55,Stork,18,1
-23.34,-26.66,Hawk,91,1
-23.26,147.18,Crane,91,1
-23.24,39.58,Eagle,9,1
-23.23,-30.42,Goose,3,1
-23.17,-167.01,Warbler,80,1
-23.17,40.43,Hawk,49,1
-23.16,-79.08,Hawk,42,1
-23.15,-30.85,Hawk,17,1
-23.13,48.08,Swallow,4,1
-23.12,13.77,Goose,95,1
-23.09,66.99,Hawk,4,1
-23.05,25.11,Stork,71,1
-23.05,69.37,Swallow,57,1
-23.01,24.85,Stork,64,1
-22.97,-127.82,Crane,49,1
-22.89,-75.24,Stork,22,1
-22.87,109.7,Swallow,59,1
-22.86,-179.73,Stork,92,1
-22.85,38.05,Swallow,1,1
-22.85,53.91,Warbler,23,1
-22.85,61.9,Crane,90,1
-22.84,-99.08,Crane,17,1
-22.81,7.68,Warbler,46,1
-22.81,49.87,Goose,39,1
-22.81,130.14,Hawk,76,1
-22.77,-122.4,Goose,90,1
-22.77,-38.8,Goose,62,1
-22.74,-169.32,Warbler,72,1
-22.74,11.54,Warbler,92,1
-22.74,121.54,Swallow,63,1
-22.7,172.6,Crane,14,1
-22.68,-48.72,Goose,53,1
-22.68,-29.61,Eagle,65,1
-22.66,94.93,Crane,92,1
-22.64,76.77,Crane,64,1
-22.63,-8.47,Stork,97,1
-22.61,-41.59,Hawk,71,1
-22.59,-11.9,Stork,8,1
-22.56,146.37,Warbler,75,1
-22.54,165.51,Hawk,68,1
-22.53,137.68,Hawk,1,1
-22.52,163.02,Warbler,92,1
-22.5,63.42,Hawk,63,1
-22.46,30.39,Goose,30,1
-22.37,112.45,Hawk,34,1
-22.34,56.06,Swallow,45,1
-22.34,72.99,Goose,98,1
-22.33,-13.46,Eagle,77,1
-22.33,86.14,Swallow,54,1
-22.28,-15.34,Swallow,60,1
-22.28,60.79,Swallow,40,1
-22.25,89.64,Goose,68,1
-22.23,74.42,Crane,52,1
-22.22,61.82,Crane,15,1
-22.2,54.62,Swallow,27,1
-22.18,63.74,Goose,44,1
-22.17,28.85,Crane,57,1
-22.14,-178.06,Hawk,6,1
-22.13,109.91,Warbler,37,1
-22.13,137.77,Crane,79,1
-22.12,-156.45,Swallow,5,1
-22.12,-57.87,Eagle,84,1
-22.12,-12.04,Warbler,88,1
-22.11,-170.95,Warbler,41,1
-22.08,160.55,Crane,5,1
-22.07,-26.9,Eagle,42,1
-22.06,-63.18,Eagle,66,1
-22.04,-147.38,Goose,82,1
-22.04,-99.89,Eagle,15,1
-22.04,-74.32,Warbler,22,1
-22.04,-8.06,Warbler,15,1
-22.0,7.55,Eagle,27,1
-21.99,73.68,Hawk,63,1
-21.98,-98.15,Eagle,40,1
-21.95,-167.14,Swallow,33,1
-21.93,149.37,Hawk,41,1
-21.91,-36.72,Eagle,3,1
-21.91,-1.47,Hawk,54,1
-21.91,102.56,Warbler,63,1
-21.89,-111.74,Goose,12,1
-21.86,114.67,Warbler,63,1
-21.79,-126.66,Hawk,8,1
-21.78,-162.57,Eagle,60,1
-21.77,-151.01,Goose,56,1
-21.77,33.23,Crane,11,1
-21.76,11.93,Warbler,74,1
-21.74,5.37,Swallow,42,1
-21.73,-32.37,Swallow,16,1
-21.71,-76.8,Eagle,41,1
-21.71,-24.72,Goose,49,1
-21.68,-67.94,Hawk,83,1
-21.66,126.72,Stork,50,1
-21.61,-157.01,Warbler,7,1
-21.61,106.67,Crane,67,1
-21.58,142.68,Hawk,99,1
-21.57,6.91,Eagle,51,1
-21.55,34.73,Hawk,47,1
-21.54,-117.07,Stork,68,1
-21.54,59.06,Warbler,81,1
-21.54,89.78,Swallow,27,1
-21.5,142.99,Stork,92,1
-21.48,-64.29,Swallow,97,1
-21.48,139.13,Swallow,15,1
-21.39,-34.96,Swallow,52,1
-21.37,-150.76,Warbler,61,1
-21.36,-87.4,Hawk,65,1
-21.32,-169.9,Crane,71,1
-21.28,49.64,Crane,65,1
-21.27,-141.53,Eagle,41,1
-21.26,13.76,Swallow,18,1
-21.25,11.63,Goose,67,1
-21.24,174.38,Stork,8,1
-21.23,111.5,Goose,76,1
-21.22,-59.05,Crane,23,1
-21.21,-56.0,Swallow,15,1
-21.21,-30.37,Hawk,17,1
-21.19,-143.54,Crane,50,1
-21.17,12.53,Stork,5,1
-21.17,23.06,Crane,9,1
-21.13,169.64,Swallow,52,1
-21.12,-84.94,Goose,12,1
-21.11,-80.81,Goose,84,1
-21.11,-47.48,Warbler,16,1
-21.11,-19.13,Goose,33,1
-21.11,129.84,Swallow,66,1
-21.08,-106.83,Crane,64,1
-21.04,108.7,Eagle,3,1
-21.03,-8.9,Warbler,76,1
-21.03,121.42,Swallow,20,1
-21.01,13.7,Goose,15,1
-20.99,-18.84,Hawk,89,1
-20.99,106.54,Stork,77,1
-20.98,-82.79,Warbler,69,1
-20.94,9.72,Crane,89,1
-20.92,49.45,Eagle,23,1
-20.91,65.72,Warbler,6,1
-20.89,-65.5,Swallow,84,1
-20.87,-95.95,Stork,79,1
-20.83,-38.19,Stork,77,1
-20.82,114.25,Goose,86,1
-20.82,173.95,Goose,95,1
-20.76,-155.21,Eagle,92,1
-20.73,10.04,Eagle,88,1
-20.7,-160.94,Warbler,67,1
-20.67,-116.25,Eagle,94,1
-20.66,-91.36,Hawk,79,1
-20.66,114.89,Warbler,42,1
-20.64,-8.58,Stork,44,1
-20.63,45.13,Stork,6,1
-20.61,78.22,Swallow,92,1
-20.61,115.63,Eagle,74,1
-20.57,-153.59,Crane,83,1
-20.57,30.67,Warbler,70,1
-20.55,16.63,Crane,81,1
-20.54,-113.63,Swallow,73,1
-20.53,-20.14,Warbler,7,1
-20.53,28.1,Stork,45,1
-20.51,-165.06,Hawk,53,1
-20.46,-167.59,Goose,86,1
-20.46,-41.48,Stork,77,1
-20.45,-103.46,Swallow,99,1
-20.43,-98.33,Swallow,29,1
-20.42,-173.87,Hawk,65,1
-20.42,-149.32,Stork,73,1
-20.42,-9.87,Hawk,80,1
-20.4,8.29,Swallow,4,1
-20.4,174.2,Eagle,66,1
-20.38,123.32,Eagle,74,1
-20.34,-94.48,Hawk,65,1
-20.34,76.67,Warbler,47,1
-20.3,29.06,Goose,70,1
-20.3,63.77,Stork,18,1
-20.29,80.73,Warbler,51,1
-20.28,5.26,Stork,50,1
-20.25,89.76,Warbler,26,1
-20.22,-116.77,Stork,58,1
-20.22,59.72,Hawk,68,1
-20.2,126.2,Stork,72,1
-20.18,175.57,Hawk,18,1
-20.1,-92.89,Stork,11,1
-20.08,41.95,Crane,3,1
-20.07,12.15,Hawk,39,1
-20.04,-173.68,Stork,39,1
-20.04,172.11,Hawk,70,1
-20.03,60.76,Eagle,19,1
-20.02,79.74,Crane,13,1
-20.01,118.5,Goose,96,1
-20.0,-73.6,Eagle,79,1
-19.98,23.86,Hawk,57,1
-19.98,162.91,Warbler,27,1
-19.97,-128.0,Goose,62,1
-19.94,-70.86,Eagle,63,1
-19.94,149.79,Warbler,8,1
-19.93,-16.49,Stork,92,1
-19.9,-123.54,Eagle,31,1
-19.86,-123.99,Swallow,79,1
-19.84,165.67,Hawk,79,1
-19.81,21.09,Goose,95,1
-19.81,131.62,Eagle,44,1
-19.79,-111.48,Crane,61,1
-19.79,76.05,Eagle,81,1
-19.75,143.68,Swallow,57,1
-19.71,179.21,Eagle,89,1
-19.69,76.29,Warbler,73,1
-19.68,103.86,Swallow,96,1
-19.67,-2.58,Crane,42,1
-19.65,-81.21,Eagle,78,1
-19.61,-55.52,Eagle,21,1
-19.6,130.63,Stork,99,1
-19.57,-50.06,Hawk,81,1
-19.55,-88.23,Goose,88,1
-19.55,46.5,Hawk,9,1
-19.54,-114.89,Hawk,14,1
-19.54,-57.61,Warbler,52,1
-19.52,129.56,Hawk,73,1
-19.52,154.03,Swallow,33,1
-19.51,-59.29,Crane,78,1
-19.5,-58.66,Stork,75,1
-19.48,102.94,Crane,92,1
-19.46,-79.98,Stork,28,1
-19.45,34.46,Eagle,62,1
-19.45,86.53,Swallow,63,1
-19.4,-117.66,Hawk,4,1
-19.4,42.33,Eagle,27,1
-19.36,-127.81,Warbler,6,1
-19.35,-41.11,Swallow,74,1
-19.34,-15.79,Eagle,15,1
-19.29,26.13,Goose,95,1
-19.27,-16.6,Swallow,99,1
-19.27,5.98,Hawk,40,1
-19.2,-162.01,Eagle,59,1
-19.19,71.95,Stork,68,1
-19.19,177.84,Stork,61,1
-19.18,-145.32,Crane,33,1
-19.17,-22.58,Stork,16,1
-19.15,-62.75,Swallow,43,1
-19.12,-134.98,Warbler,77,1
-19.11,63.68,Swallow,73,1
-19.04,-40.16,Hawk,39,1
-19.04,21.3,Crane,90,1
-19.03,1.83,Crane,70,1
-18.99,80.52,Hawk,24,1
-18.94,100.93,Eagle,38,1
-18.92,161.51,Warbler,92,1
-18.87,-7.4,Crane,50,1
-18.86,-134.53,Crane,87,1
-18.79,116.18,Swallow,30,1
-18.75,132.4,Warbler,49,1
-18.73,82.18,Warbler,78,1
-18.71,-117.57,Swallow,12,1
-18.7,120.47,Warbler,7,1
-18.69,2.23,Stork,15,1
-18.67,-49.59,Hawk,28,1
-18.62,-54.88,Swallow,8,1
-18.55,3.19,Warbler,66,1
-18.54,157.15,Warbler,77,1
-18.48,85.53,Stork,22,1
-18.48,123.18,Swallow,67,1
-18.46,-50.34,Warbler,6,1
-18.46,178.69,Eagle,47,1
-18.45,-140.85,Crane,1,1
-18.38,53.14,Hawk,78,1
-18.33,15.24,Crane,66,1
-18.33,71.02,Warbler,74,1
-18.32,92.33,Hawk,97,1
-18.32,105.14,Hawk,54,1
-18.29,-141.93,Eagle,50,1
-18.26,-136.12,Stork,64,1
-18.26,-131.17,Swallow,90,1
-18.24,161.32,Eagle,41,1
-18.23,-129.39,Stork,27,1
-18.23,126.04,Hawk,4,1
-18.21,-59.83,Eagle,47,1
-18.21,-23.7,Swallow,41,1
-18.18,19.33,Swallow,16,1
-18.16,-53.49,Eagle,94,1
-18.16,59.77,Warbler,32,1
-18.15,-138.57,Swallow,16,1
-18.15,18.6,Crane,39,1
-18.14,130.24,Warbler,47,1
-18.11,-139.88,Eagle,49,1
-18.11,-109.0,Swallow,11,1
-17.98,-4.31,Warbler,53,1
-17.92,59.11,Eagle,9,1
-17.9,-53.44,Eagle,13,1
-17.89,-144.49,Crane,28,1
-17.77,165.52,Stork,44,1
-17.75,101.84,Crane,10,1
-17.73,-91.99,Goose,88,1
-17.71,67.36,Goose,93,1
-17.7,78.98,Warbler,47,1
-17.68,159.24,Stork,62,1
-17.67,163.74,Crane,17,1
-17.63,-66.89,Warbler,58,1
-17.63,-38.26,Swallow,66,1
-17.62,143.5,Crane,84,1
-17.59,-16.94,Crane,58,1
-17.59,9.31,Eagle,84,1
-17.57,46.58,Stork,53,1
-17.53,-52.96,Goose,1,1
-17.46,137.39,Goose,84,1
-17.38,46.11,Stork,54,1
-17.37,118.68,Swallow,10,1
-17.34,-38.82,Hawk,11,1
-17.31,-138.08,Warbler,75,1
-17.27,-160.34,Goose,32,1
-17.26,-118.91,Warbler,65,1
-17.19,-159.85,Warbler,51,1
-17.18,68.03,Stork,48,1
-17.17,108.81,Stork,84,1
-17.11,15.17,Stork,97,1
-17.1,-141.16,Goose,75,1
-17.08,-74.57,Swallow,5,1
-17.07,-158.4,Eagle,91,1
-17.07,156.12,Swallow,4,1
-17.03,147.53,Eagle,29,1
-17.01,-54.32,Warbler,6,1
-16.99,98.95,Stork,90,1
-16.97,14.09,Stork,22,1
-16.96,-108.31,Goose,90,1
-16.95,49.83,Eagle,65,1
-16.94,157.94,Warbler,88,1
-16.9,-66.45,Warbler,38,1
-16.9,65.6,Goose,15,1
-16.89,-64.91,Goose,65,1
-16.84,-10.4,Swallow,33,1
-16.81,76.17,Stork,51,1
-16.8,-124.05,Stork,32,1
-16.79,67.79,Swallow,10,1
-16.78,-0.5,Stork,78,1
-16.75,51.71,Eagle,95,1
-16.72,69.78,Stork,91,1
-16.69,70.41,Warbler,37,1
-16.68,112.89,Eagle,24,1
-16.65,-10.61,Hawk,48,1
-16.65,139.83,Swallow,23,1
