Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Signal_Strength_dB,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Tag_Type,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Tagged_By,Tag_Weight_g,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Observation_Counts,Observation_Quality
B6560,Goose,Asia,Coastal,Foggy,Breeding,-13.44332375,-117.048592,-74.9652706,153.0931858,2862.76,41.1,45.83,4734,842,-5.6,2.3,68,1030.1,13.4,No,88,-63.3,Apr,May,8,2,Radio,Yes,357,Low,Good,Yes,Injury,Researcher_B,16.3,Successful,No,41,58,Low
B6603,Crane,Asia,Coastal,Foggy,Climate Change,77.59778794,-164.2854193,15.20415205,153.1281258,2717.13,41.1,50.68,8534,210,21.3,37.1,96,1023.2,17.8,Yes,18,-66.6,Mar,Nov,1,5,Satellite,Yes,114,Medium,Fair,No,Storm,Researcher_A,23.7,Failed,No,82,80,Low
B6644,Crane,Australia,Grassland,Rainy,Feeding,80.49682615,90.27710997,-48.89799106,-29.53123026,2711.33,41.1,44.88,7617,324,34.9,28.1,24,984.7,9.5,No,34,-68.9,Feb,May,14,8,Satellite,No,62,High,Excellent,Yes,Injury,Researcher_A,13.5,Failed,No,119,26,Moderate
B6754,Hawk,Africa,Forest,Windy,Feeding,-31.22797085,-84.89177612,-13.41853443,-114.2831898,1375.76,41.1,56.45,9646,272,23,32,28,1011,12.6,No,96,-79.7,Jan,Mar,6,5,GPS,No,235,Medium,Good,Yes,Storm,Researcher_B,29.8,Failed,No,96,49,High
B6800,Swallow,Africa,Mountain,Clear,Avoid Predators,58.08208827,52.59919841,-49.38891494,126.2007739,1960.93,41.1,53.6,7963,835,26,55.5,71,953.8,3.1,Yes,79,-77.9,May,Nov,2,7,Satellite,Yes,385,High,Good,Yes,Injury,Researcher_B,16.3,Successful,Yes,42,3,High
B6872,Hawk,Africa,Mountain,Stormy,Climate Change,-82.55045934,171.1237709,-57.25361259,113.3704921,2229.5,41.1,52.85,3039,308,-5.7,52.5,82,963.6,8.4,No,23,-74.9,Oct,Jun,13,0,Satellite,Yes,1,Low,Excellent,Yes,Lost Signal,Researcher_C,12,Successful,No,82,53,Low
B7309,Hawk,Africa,Forest,Windy,Feeding,-10.63287552,-96.81924274,-61.9206141,-34.26125342,2444.64,41.1,44.8,4642,121,7.3,16.8,94,964.4,14.2,No,20,-56.9,Mar,Oct,3,0,Radio,Yes,475,Medium,Fair,No,Lost Signal,Researcher_C,8.3,Failed,Yes,76,92,Low
B7663,Goose,Australia,Wetland,Foggy,Feeding,-79.82933027,-54.71864325,39.95885199,11.74161499,2986.42,41.1,54.11,6164,228,-8.7,0.4,82,1030.6,8.1,No,85,-50.6,May,Oct,8,9,Satellite,Yes,400,Medium,Good,Yes,N/A,Researcher_B,23.4,Failed,No,107,37,Low
B8124,Crane,Asia,Grassland,Windy,Avoid Predators,-10.5116147,95.86002836,31.41634626,175.7687308,2653.6,41.1,41.1,4433,134,23.1,1.8,38,969.8,18.2,No,44,-72.8,Feb,Apr,12,5,Satellite,No,156,Medium,Good,No,Storm,Researcher_C,16.4,Failed,No,3,29,Moderate
B8806,Crane,South America,Mountain,Clear,Feeding,-27.72481929,-159.7628084,-33.99229945,53.11683246,3574.03,41.1,47.23,1962,777,9.2,28.9,47,1049.4,1.9,No,78,-69.2,Jan,Mar,8,3,Radio,No,52,Medium,Fair,Yes,N/A,Researcher_B,27.1,Successful,No,33,69,High
B8868,Goose,Asia,Grassland,Rainy,Feeding,49.31076041,-91.00589237,79.79794293,78.74634798,2388.48,41.1,53.3,1951,351,34.3,40.7,10,1046.9,17.3,No,34,-75.9,Feb,May,11,0,Radio,Yes,395,Low,Poor,Yes,N/A,Researcher_A,8.9,Failed,No,112,99,High
B5885,Eagle,Africa,Wetland,Windy,Avoid Predators,48.71314717,154.5238784,-18.89300349,-21.4336415,2993.06,41.1,49.51,6535,810,19.3,40.3,81,1012.3,1.3,Yes,77,-59.7,Feb,Dec,8,5,Satellite,Yes,88,Low,Good,Yes,Injury,Researcher_B,17.5,Successful,No,111,76,High
B9703,Crane,South America,Mountain,Rainy,Avoid Predators,-13.97636837,105.0128142,-63.98130776,123.8424322,2862.24,41.1,52.64,5364,860,31.5,51.9,98,976,17.1,Yes,90,-67.1,Nov,Dec,13,1,Radio,No,91,Medium,Fair,Yes,Storm,Researcher_A,20.9,Failed,No,77,70,High
B9728,Goose,North America,Forest,Windy,Breeding,-84.8661845,154.2418665,55.65840472,-45.85670961,1858.86,41.1,48.08,4542,479,18.8,40.2,45,950.8,7.4,No,35,-69.2,May,Oct,5,4,Radio,Yes,72,High,Fair,No,Lost Signal,Researcher_B,7,Failed,Yes,72,22,Moderate
B9796,Goose,North America,Forest,Foggy,Avoid Predators,-15.21984306,-36.82630622,-5.837931004,35.50303157,3263.06,41.1,49.7,5163,814,14.7,33.5,39,1032.9,6.1,No,22,-95,Apr,Nov,4,1,Satellite,No,407,High,Excellent,Yes,Storm,Researcher_A,6.1,Successful,Yes,86,64,Low
B10736,Warbler,North America,Coastal,Stormy,Climate Change,65.9010876,137.677959,76.7476257,156.5041585,2916.93,41.1,57.81,2687,725,33.2,26.7,36,965.7,5.3,Yes,59,-75.8,Sep,Apr,8,7,Satellite,Yes,168,Low,Fair,Yes,Predator,Researcher_A,17.6,Failed,Yes,48,93,High
B10838,Crane,South America,Urban,Stormy,Breeding,-44.16911697,37.65619528,88.74001693,14.71853935,2014.94,41.1,45.72,2380,267,-5.6,50.2,50,981.1,3.9,Yes,78,-87.8,Mar,Oct,7,5,GPS,No,488,Medium,Fair,Yes,N/A,Researcher_C,15.5,Failed,No,101,26,Moderate
B10983,Warbler,North America,Urban,Windy,Climate Change,-16.47058515,-67.86895895,-42.82330536,-106.5897578,2557.96,41.1,58.49,2054,643,-7.4,29.7,28,1002.2,3.2,No,82,-63.6,Oct,May,2,5,Satellite,No,187,Low,Excellent,Yes,Injury,Researcher_C,16.4,Failed,No,45,49,High
B6682,Stork,Australia,Wetland,Clear,Climate Change,-57.38497645,27.68788791,89.38508638,63.56513228,1470.97,41.2,57.46,1384,500,22,33.2,93,1021.1,5.6,No,58,-71.6,May,Jun,1,1,Satellite,Yes,302,Low,Excellent,Yes,Injury,Researcher_A,26.4,Failed,No,113,5,Low
B1558,Hawk,Europe,Mountain,Windy,Feeding,34.13771353,39.67247519,-80.53356022,155.908504,2762.58,41.2,48.67,2339,890,1.2,37.7,16,964.1,13.2,No,38,-65.8,Jan,Apr,6,0,GPS,No,21,High,Good,Yes,N/A,Researcher_A,24.8,Successful,Yes,43,81,Moderate
B1719,Hawk,North America,Wetland,Rainy,Breeding,52.62172413,-5.692220614,30.32672239,-134.2891188,1400.51,41.2,51.36,2530,466,-1.6,9.4,87,1044.1,4,Yes,91,-72.9,Feb,Mar,7,6,Satellite,No,367,Medium,Good,No,Predator,Researcher_C,6.1,Failed,Yes,5,90,High
B1737,Crane,Australia,Urban,Clear,Breeding,-65.34833595,146.3819436,50.79797059,-39.35710109,2672.9,41.2,51.74,3834,108,15.2,49.1,59,957.6,9.7,Yes,90,-77.1,Sep,Nov,3,0,Satellite,Yes,70,Medium,Poor,No,Injury,Researcher_B,5.5,Successful,No,38,37,Low
B6370,Eagle,North America,Mountain,Clear,Climate Change,-76.60663173,-6.244130947,-36.65288905,-109.1537832,1772.01,41.2,54.64,6162,674,30.8,29.6,50,980.9,18.4,No,86,-75.1,Jan,Mar,13,0,GPS,Yes,254,High,Excellent,Yes,Injury,Researcher_C,30,Failed,Yes,21,18,Low
B6615,Eagle,Europe,Coastal,Windy,Feeding,56.33683684,43.98765649,-79.23286348,168.8933724,2028.99,41.2,42.58,4876,175,27.5,57.9,65,1044.8,18.5,No,77,-79.7,Nov,Oct,5,9,GPS,No,310,Medium,Fair,No,Predator,Researcher_C,13.6,Successful,No,104,93,High
B2397,Stork,South America,Grassland,Foggy,Breeding,-55.684318,159.0712886,86.89494283,171.0905003,2230.47,41.2,44.68,1402,113,22.5,42.7,84,959.6,3.1,No,12,-72.3,Oct,Apr,3,0,GPS,Yes,66,Low,Excellent,Yes,N/A,Researcher_A,13.7,Successful,Yes,7,84,Moderate
B1793,Eagle,South America,Urban,Rainy,Breeding,8.648550511,23.81403046,-52.97344641,-33.2865967,2224.04,41.2,54.93,3921,507,33.1,22.5,41,1016.8,12.7,No,24,-67.9,Mar,Mar,14,8,GPS,No,153,Low,Fair,Yes,Injury,Researcher_C,9,Successful,No,31,90,High
B8137,Stork,Australia,Wetland,Clear,Feeding,53.46208799,-0.050327569,-25.70946461,170.8801449,2282,41.2,48.23,1883,887,33.6,44.6,38,952.9,19.7,Yes,13,-66.9,Apr,Mar,10,1,Satellite,Yes,451,High,Poor,No,Storm,Researcher_B,11.4,Failed,No,4,97,High
B4025,Goose,Europe,Wetland,Stormy,Avoid Predators,65.78202001,-26.02300978,51.24804817,95.86206972,2905.13,41.2,45.04,1105,606,28.4,30.8,42,978.9,4,No,67,-61.2,Sep,Mar,4,0,Radio,No,216,High,Poor,No,Predator,Researcher_A,7.6,Successful,Yes,17,64,High
B2396,Stork,South America,Wetland,Stormy,Climate Change,52.15984333,-34.12516988,81.74929129,82.78515683,2352.01,41.2,52.3,1295,520,4.5,55.2,16,1008.6,10.5,Yes,85,-51.3,Nov,Mar,9,6,Satellite,Yes,269,Medium,Excellent,Yes,Lost Signal,Researcher_B,11.5,Successful,Yes,77,6,Moderate
B4873,Eagle,North America,Forest,Windy,Breeding,86.57145085,64.28449326,58.67378985,64.44895389,2363.5,41.2,57.89,8797,772,-7.8,53.4,57,1020.1,2.2,Yes,69,-64.8,May,Nov,4,9,Satellite,No,9,High,Poor,Yes,Predator,Researcher_B,16.7,Successful,No,76,67,High
B1559,Eagle,Europe,Wetland,Foggy,Breeding,26.96797115,79.93658635,74.19683401,-83.56807666,2374.7,41.2,51.09,3078,530,14.1,47.3,46,952.2,3.4,No,16,-69.1,Feb,Jun,2,5,GPS,Yes,44,Medium,Excellent,Yes,Lost Signal,Researcher_A,18.5,Successful,No,117,78,High
B4931,Warbler,South America,Grassland,Foggy,Breeding,-8.022012111,144.7567992,-29.66098772,-174.4666062,2677.58,41.2,52.79,7928,516,-9.1,42.6,63,978,2.1,Yes,49,-71.2,Jan,May,14,7,Radio,No,471,Low,Poor,No,Injury,Researcher_B,22.5,Successful,No,38,59,Moderate
B6179,Hawk,North America,Urban,Foggy,Avoid Predators,-5.689333589,-62.5528431,-11.14005235,-82.43807796,1753.86,41.2,47.64,6004,104,-6.7,47.3,31,1044.8,19.3,Yes,38,-69.2,Jan,Apr,1,0,Radio,Yes,88,High,Good,Yes,Injury,Researcher_B,12,Failed,Yes,74,62,High
B6275,Hawk,Asia,Wetland,Windy,Breeding,62.25388602,-122.9069906,-73.40850386,156.4199532,2697.56,41.2,40.7,9228,882,6.4,18.5,90,1028.8,15.8,Yes,36,-66,Nov,Dec,1,1,Satellite,Yes,167,Medium,Excellent,No,Predator,Researcher_A,25,Successful,Yes,34,18,High
B6435,Swallow,South America,Mountain,Windy,Feeding,-12.8067103,-32.976438,60.53623402,74.31144378,2800.62,41.2,52.28,7897,463,26.3,35.2,35,1011.9,7.7,Yes,95,-66.4,Sep,Mar,5,3,Satellite,No,129,Low,Poor,Yes,Storm,Researcher_C,23.4,Failed,No,105,2,Low
B6447,Swallow,Asia,Urban,Stormy,Feeding,-80.75609716,-50.81960918,-62.36785281,44.47590062,1910,41.2,57.64,8136,856,5.2,10,34,997.6,3.7,No,34,-76.6,Mar,Oct,9,4,Satellite,Yes,492,High,Poor,Yes,Injury,Researcher_A,17,Successful,No,45,23,Moderate
B7102,Warbler,South America,Wetland,Windy,Breeding,-85.23358595,115.9532641,-15.05147807,27.61655365,3028.26,41.2,54.58,9686,199,15.3,13.1,60,984.3,7.6,Yes,98,-65.1,Mar,Jun,12,2,Radio,No,381,Medium,Fair,No,Injury,Researcher_B,7.9,Failed,Yes,1,35,Moderate
B7437,Swallow,Asia,Urban,Windy,Climate Change,-34.04473457,93.07302463,-80.24429055,-88.69742653,2439.4,41.2,51.67,7048,730,30.2,53.9,21,976.4,18.9,Yes,23,-56.5,Oct,Jun,14,1,Radio,Yes,440,High,Poor,Yes,Injury,Researcher_B,9.2,Successful,Yes,67,81,High
B7478,Warbler,Europe,Forest,Stormy,Breeding,-57.87714783,-55.39402947,45.1853905,-67.8034522,2429.41,41.2,47.43,6474,349,-0.8,27.7,68,974.1,19.7,Yes,77,-69.5,Mar,May,1,1,GPS,No,38,Medium,Fair,No,Injury,Researcher_A,19.1,Failed,No,17,12,High
B8078,Warbler,Africa,Grassland,Foggy,Feeding,-16.93990102,157.9407427,-83.11618973,-7.416028334,1521.95,41.2,48.08,5477,657,21.5,34.4,95,1022.6,6.6,Yes,20,-60.2,May,Nov,13,1,GPS,No,141,Low,Good,Yes,Lost Signal,Researcher_B,17,Successful,Yes,23,88,High
B10123,Swallow,Africa,Coastal,Foggy,Avoid Predators,20.1203536,-3.460299046,-13.10022996,-73.07507308,2422.88,41.2,54.79,2696,215,30.8,31.9,41,956.8,7,No,37,-69.7,Oct,May,1,5,GPS,Yes,348,Medium,Fair,No,Predator,Researcher_A,12.1,Failed,Yes,55,54,Low
B2961,Stork,South America,Urban,Stormy,Feeding,36.71619568,-69.81697841,52.08785128,19.00396977,1967.66,41.3,47.41,4465,717,-9.8,55.1,72,973.7,9.8,No,94,-68.1,Jan,Dec,4,0,Radio,Yes,228,Low,Fair,Yes,N/A,Researcher_A,11.2,Failed,Yes,63,64,High
B3552,Goose,Australia,Mountain,Foggy,Feeding,33.73355989,99.04849171,19.26993359,162.6283052,2543.03,41.3,60,6374,604,9.8,26.5,58,1017.5,16.6,No,59,-51.9,Oct,Dec,5,1,GPS,No,251,High,Excellent,No,N/A,Researcher_C,19.1,Successful,Yes,36,32,High
B6672,Eagle,Asia,Mountain,Windy,Breeding,-84.34090386,6.473868619,-41.93829782,13.77671712,2318.81,41.3,43,1929,817,-0.8,27.9,67,969.9,17,Yes,91,-79.4,Oct,Jun,5,9,Radio,No,47,Medium,Good,No,Storm,Researcher_B,5.6,Failed,No,80,50,Moderate
B4540,Crane,Africa,Mountain,Clear,Feeding,-89.68104876,-90.18166348,53.1772797,0.984144876,1835.11,41.3,42.01,2998,563,34,28.7,99,977,8.7,No,44,-56,May,Nov,8,3,Radio,Yes,499,Medium,Poor,No,Lost Signal,Researcher_B,15.8,Failed,No,30,24,Low
B4805,Crane,South America,Mountain,Windy,Breeding,85.83607853,-170.1291905,83.74316012,-92.17102666,2097.58,41.3,55.8,6399,833,18.6,52.1,73,1013.8,4.7,No,35,-66.6,Oct,Dec,10,4,Satellite,Yes,209,High,Poor,No,Storm,Researcher_B,22.4,Successful,No,99,70,High
B3135,Stork,South America,Coastal,Rainy,Climate Change,42.36838487,-28.80626109,-34.11320196,18.64171741,2455.76,41.3,48.47,4517,863,7.5,2.2,47,963.6,7.6,No,24,-65.9,Apr,Apr,14,2,Satellite,Yes,35,Medium,Poor,Yes,Storm,Researcher_C,28.9,Successful,Yes,42,51,High
B5468,Warbler,South America,Mountain,Foggy,Feeding,45.73938519,128.2400664,-3.84014444,46.02777193,1411.12,41.3,49.95,5553,213,8.2,0.6,16,989.1,5.2,No,33,-60.5,May,Nov,3,0,GPS,No,425,Low,Good,No,Injury,Researcher_A,19.6,Successful,Yes,117,6,Low
B5558,Warbler,Asia,Coastal,Clear,Feeding,-13.89512121,-3.364235117,-76.13451734,-54.44307698,2237.36,41.3,50.91,4524,544,-3.1,20.2,40,1021.9,11,No,10,-93.6,Nov,Mar,11,4,Satellite,No,489,Low,Poor,Yes,Lost Signal,Researcher_B,22.9,Successful,No,91,59,Low
B6946,Stork,Australia,Coastal,Stormy,Climate Change,-7.273165907,13.75356041,-76.23334618,27.0600088,2529.32,41.3,47.09,7229,622,-8.1,42.3,25,1017.7,5.1,No,63,-63.8,Oct,Jun,4,3,GPS,Yes,360,High,Fair,Yes,Injury,Researcher_A,13.2,Successful,Yes,95,77,Low
B5858,Swallow,North America,Grassland,Rainy,Breeding,-21.2124875,-55.99631216,80.01163003,-164.8640035,2781.9,41.3,53.17,9800,288,4,45.2,70,989,11.2,No,57,-65.5,Mar,May,14,2,GPS,No,447,Medium,Excellent,No,Injury,Researcher_C,18.3,Successful,No,63,15,Moderate
B4763,Stork,Asia,Coastal,Foggy,Climate Change,18.85257177,167.1756207,44.10741212,91.18635761,2585.5,41.3,53.5,6602,629,22.9,39.4,29,988.8,8.2,No,42,-62.6,Sep,Dec,14,8,Radio,Yes,51,Medium,Good,Yes,N/A,Researcher_C,18.1,Successful,No,81,70,High
B5332,Stork,South America,Forest,Windy,Breeding,-57.39569827,88.57760911,-61.59407858,48.48906627,2718.67,41.3,50.4,8726,517,30.3,26.3,86,984,11.8,Yes,78,-83.5,Nov,Oct,10,3,GPS,Yes,466,High,Good,No,Predator,Researcher_A,21.5,Successful,Yes,44,62,Moderate
B7379,Crane,Africa,Grassland,Rainy,Climate Change,36.72737774,-101.1320497,-70.80009829,54.79032535,2108.16,41.3,45.05,9454,141,23.5,50.1,36,966.5,19.4,Yes,14,-69.3,Mar,Apr,7,1,Satellite,No,495,Medium,Poor,Yes,Predator,Researcher_C,18.7,Failed,Yes,104,40,Low
B9228,Eagle,Australia,Urban,Rainy,Avoid Predators,2.468345747,86.68116019,56.74786407,16.9344205,2756.85,41.3,49.39,5539,518,9.7,35.2,79,987.1,11.2,Yes,65,-83.2,May,Apr,1,3,Satellite,No,284,High,Poor,Yes,Predator,Researcher_C,26.8,Failed,No,92,25,Low
B7946,Hawk,North America,Wetland,Stormy,Breeding,18.78311453,-119.5137047,-41.79234771,-164.0797194,2484.8,41.3,55.93,1904,497,-2.5,6.6,43,986.5,11.8,No,34,-50.2,Nov,Nov,4,3,GPS,No,241,Medium,Poor,No,N/A,Researcher_A,18.9,Failed,No,29,5,High
B8086,Goose,South America,Mountain,Foggy,Breeding,17.12098169,-8.64166708,-10.6803706,-141.2219388,2644.69,41.3,42.02,9335,161,34.8,43.7,61,991.2,3.5,No,69,-50.7,Sep,Nov,5,1,Radio,No,230,Medium,Poor,Yes,Injury,Researcher_B,26.5,Failed,No,103,5,High
B8622,Hawk,Australia,Coastal,Windy,Breeding,-62.55679064,-64.27981675,-88.57346828,-102.3062309,2878.23,41.3,61.17,8412,420,7.9,47.5,56,953.7,10.7,Yes,51,-79.6,Mar,Nov,14,9,Radio,Yes,358,Low,Good,No,Lost Signal,Researcher_A,24,Failed,Yes,92,43,Moderate
B9749,Goose,North America,Urban,Foggy,Climate Change,-7.096038707,124.0639022,-7.458644214,-150.3816148,3257.72,41.3,50.89,4687,892,25.1,42.6,55,1037.9,14.5,Yes,38,-91.6,Apr,Nov,1,0,Radio,Yes,376,Medium,Poor,No,Storm,Researcher_B,23.7,Successful,Yes,20,29,High
B9915,Goose,South America,Wetland,Stormy,Breeding,88.20609458,123.933768,78.9885877,-79.90205967,2007.37,41.3,49.28,9249,195,-3.1,48.4,36,1013.8,3,No,86,-63.6,May,May,10,2,Radio,No,280,Low,Fair,Yes,Predator,Researcher_C,20.2,Failed,Yes,47,58,High
B9946,Hawk,South America,Forest,Stormy,Breeding,-34.72435242,-52.61263165,33.96371071,-179.2235096,3542.77,41.3,46.64,7864,855,18,0.6,97,952.1,2.3,No,89,-60.4,Oct,Mar,10,0,Radio,No,478,High,Good,Yes,Injury,Researcher_B,21.7,Successful,Yes,98,32,Low
B10101,Warbler,Europe,Wetland,Clear,Feeding,-61.85736544,-34.70592984,66.68648137,-155.3343918,2672.36,41.3,47.05,8108,206,5.8,4.2,26,993.4,4.8,No,28,-63.4,Apr,Nov,10,7,GPS,Yes,301,High,Fair,No,Storm,Researcher_B,29.2,Successful,No,53,40,Moderate
B10208,Swallow,North America,Urban,Rainy,Feeding,2.287991066,-0.600491757,28.93417121,-10.58916544,2858.5,41.3,43.7,1338,837,-0.7,18.8,52,991.2,14.6,Yes,12,-77.9,Apr,Dec,11,8,Satellite,Yes,93,Medium,Poor,Yes,Lost Signal,Researcher_B,6.2,Failed,Yes,6,75,High
B10661,Goose,Australia,Coastal,Foggy,Feeding,79.89582116,157.9905133,60.00498718,-89.27183191,2311.09,41.3,56.01,4533,818,34.8,5.2,26,966,12.4,No,48,-78,Oct,Apr,7,1,Radio,Yes,6,Medium,Good,No,N/A,Researcher_C,10.5,Successful,Yes,12,26,High
B10966,Warbler,Africa,Grassland,Clear,Feeding,74.06096639,65.16441679,81.60103945,62.12839979,3097.1,41.3,50.89,3249,590,17.1,33.9,49,951.8,5.7,Yes,21,-78.2,Feb,Oct,7,4,GPS,Yes,211,Low,Fair,No,Lost Signal,Researcher_A,7.1,Failed,Yes,50,71,High
B6043,Stork,Australia,Mountain,Stormy,Avoid Predators,68.62298109,-33.82972479,-41.54448366,-67.72041148,4428.32,41.3,45.89,2625,804,14.7,1.1,14,1001.4,6.2,No,47,-63.6,Oct,May,10,6,Satellite,No,437,Low,Fair,No,Lost Signal,Researcher_B,17,Successful,Yes,95,25,High
B1029,Hawk,Europe,Wetland,Foggy,Climate Change,-27.99089696,-108.9602951,-82.65893761,-4.235714575,3381.04,41.4,48.54,9118,800,9.6,55.1,45,987.6,1.4,Yes,93,-74.6,Mar,Mar,3,2,Satellite,No,173,Medium,Excellent,Yes,N/A,Researcher_B,14.7,Failed,No,68,63,High
B1415,Crane,Africa,Grassland,Clear,Feeding,-79.21022255,-140.7222451,16.53606045,-161.0529883,2543.86,41.4,56.66,3728,872,-5.3,32.2,15,1036.6,5.5,Yes,63,-65.2,Apr,Dec,1,4,GPS,No,23,Low,Good,Yes,Predator,Researcher_C,13.8,Successful,Yes,116,1,Moderate
B3011,Eagle,Africa,Grassland,Foggy,Avoid Predators,-25.77568858,19.55446683,48.51154553,-172.0039934,1696.58,41.4,48.75,7064,532,-2.2,9.9,70,1036.9,2.7,No,95,-80.9,Apr,May,5,2,Satellite,No,255,High,Good,No,Injury,Researcher_B,19.7,Successful,No,9,72,Low
B1967,Swallow,Asia,Coastal,Windy,Avoid Predators,40.54759629,-49.83582458,43.27948549,102.9786732,2614.94,41.4,48.42,6943,791,21,40.2,49,1006.9,18.2,No,48,-68.4,Nov,Mar,9,5,GPS,Yes,53,Medium,Fair,No,Lost Signal,Researcher_B,12.8,Successful,Yes,18,48,Low
B7947,Stork,Australia,Grassland,Windy,Avoid Predators,25.78051903,-84.13380584,79.8470534,-140.8591202,2014.98,41.4,45.71,6215,189,33.4,30.6,79,993.7,19,Yes,85,-84.3,Apr,May,6,7,Satellite,No,175,Medium,Fair,No,Predator,Researcher_C,14,Successful,No,109,93,High
B8928,Eagle,North America,Wetland,Windy,Breeding,-7.971057812,47.37023623,-2.431056424,91.86719433,2064.82,41.4,56.83,7049,879,22.5,6.1,17,991.5,18.3,Yes,53,-67.6,Feb,Dec,4,4,Radio,Yes,359,Medium,Poor,No,Injury,Researcher_A,20.6,Successful,Yes,51,43,High
B2514,Eagle,Asia,Grassland,Windy,Climate Change,-55.3415224,-118.3793938,-53.56739457,150.2098386,2076.88,41.4,46.11,5887,450,10.2,0.5,18,1033.8,1.1,No,83,-58.8,Mar,Mar,2,7,Radio,No,326,Low,Fair,Yes,Lost Signal,Researcher_B,6,Failed,Yes,65,36,Moderate
B3270,Goose,Asia,Mountain,Windy,Climate Change,-47.94496235,-81.50120616,37.68865733,27.96639868,3442.57,41.4,47.86,3265,596,5.1,39.6,90,1024,6.9,No,61,-79.5,May,Oct,14,6,Satellite,Yes,67,High,Fair,Yes,Predator,Researcher_A,10.9,Failed,No,64,37,Low
B3796,Crane,Europe,Urban,Rainy,Breeding,-19.66591039,-2.581029528,11.67380209,-135.7488768,2545.92,41.4,51.12,9542,407,27.3,21.3,81,1033.3,7.6,No,60,-59.1,Sep,Nov,4,2,GPS,No,314,Low,Good,No,Storm,Researcher_B,25.2,Failed,Yes,103,42,High
B4315,Goose,North America,Coastal,Clear,Feeding,38.11934409,-178.2689646,2.314729695,130.6016568,2860.88,41.4,51.16,3778,241,29.1,2.3,24,1024.3,13.2,No,70,-78.7,Apr,Jun,10,0,GPS,No,249,Low,Good,Yes,Injury,Researcher_B,23.8,Failed,No,95,83,Moderate
B7343,Stork,South America,Grassland,Rainy,Climate Change,-27.02767176,-155.8370432,24.70701563,159.1437444,2503.95,41.4,54.83,1772,641,-3.4,19.7,41,995.2,19.4,No,21,-65.2,Oct,Jun,8,7,GPS,Yes,418,High,Excellent,No,N/A,Researcher_A,9.7,Successful,No,98,52,Moderate
B10462,Stork,North America,Coastal,Windy,Breeding,53.4764671,-63.23935032,10.05035193,-130.3591755,2677.68,41.4,46.09,1992,665,32.1,60,81,1020.9,12.3,Yes,63,-75.2,Apr,Dec,8,4,Satellite,No,481,High,Poor,No,Storm,Researcher_B,7.7,Successful,Yes,98,92,Low
B7386,Swallow,South America,Wetland,Foggy,Breeding,53.8409913,-19.75132838,39.06078492,58.17092306,1950.92,41.4,46.34,1664,192,7.6,37.8,68,996.8,5.5,No,17,-72.7,Nov,Apr,5,5,Radio,No,363,Low,Excellent,No,Injury,Researcher_B,24,Successful,No,10,21,Moderate
B7991,Hawk,Australia,Wetland,Foggy,Feeding,-10.25941227,-179.6355973,-71.87858321,-27.93421686,3114.91,41.4,47.58,6337,285,28.8,21,45,960.9,9.7,No,54,-77.3,Sep,Mar,9,0,Satellite,No,120,High,Poor,Yes,Injury,Researcher_C,10.4,Failed,No,83,77,Low
B6666,Stork,Australia,Wetland,Foggy,Avoid Predators,74.12148423,-74.19726516,38.87492116,-109.732228,2857.98,41.4,52.72,4183,877,-6.5,43.5,51,1024.7,16.1,No,64,-66.2,Mar,Dec,8,7,Satellite,Yes,216,Medium,Poor,No,Predator,Researcher_C,20.4,Successful,Yes,108,77,Low
B5815,Eagle,South America,Mountain,Foggy,Feeding,-16.63208457,-29.61067705,28.31374859,-88.19969403,2835.35,41.4,49.87,6493,205,34.6,23.1,53,967.4,10.6,No,35,-70.9,May,Dec,7,1,Satellite,No,289,Low,Fair,No,N/A,Researcher_B,13.8,Successful,Yes,86,90,Low
B2611,Stork,Asia,Grassland,Stormy,Avoid Predators,55.07210301,162.7000185,-89.796964,-119.9813317,2886.67,41.4,44.74,5691,424,6.2,39.1,80,1002.9,8.8,Yes,92,-69.1,Feb,Oct,14,9,Satellite,Yes,248,Low,Good,No,Injury,Researcher_B,10.2,Failed,Yes,97,36,Moderate
B8569,Goose,Asia,Wetland,Rainy,Avoid Predators,17.24023412,-115.6372981,15.17920391,124.2113761,2661.43,41.4,53.04,1583,281,-1.7,2.9,76,1017.6,7.2,Yes,34,-60.3,Apr,May,11,4,GPS,No,343,Low,Poor,No,Predator,Researcher_C,10.3,Failed,No,98,61,Moderate
B1612,Stork,South America,Forest,Rainy,Climate Change,76.66720027,-103.0862697,-43.67850533,137.4851991,2927.66,41.4,54.99,3318,178,30.3,34.2,53,991.3,4.9,No,47,-91.8,Nov,Jun,2,4,GPS,No,356,Medium,Poor,Yes,Storm,Researcher_B,22.6,Successful,No,7,96,Low
